subject,id,Dataset,CM,size,radius
sub-221,8,pVALDO,"[93, 76, 209]",83.0,2.71
sub-221,9,pVALDO,"[110, 80, 213]",88.0,2.76
sub-221,10,pVALDO,"[117, 50, 217]",46.0,2.22
sub-323,0,pVALDO,"[122, 69, 205]",97.0,2.85
sub-106,0,pVALDO,"[85, 92, 114]",80.0,2.67
sub-106,1,pVALDO,"[95, 86, 94]",74.0,2.6
sub-106,2,pVALDO,"[200, 104, 130]",85.0,2.73
sub-316,0,pVALDO,"[69, 111, 149]",132.0,3.16
sub-316,1,pVALDO,"[90, 208, 136]",129.0,3.13
sub-215,0,pVALDO,"[118, 157, 140]",53.0,2.33
sub-108,0,pVALDO,"[132, 233, 146]",1561.0,7.2
sub-108,1,pVALDO,"[127, 234, 144]",99.0,2.87
sub-108,2,pVALDO,"[144, 242, 144]",96.0,2.84
sub-108,3,pVALDO,"[193, 234, 133]",47.0,2.24
sub-108,4,pVALDO,"[196, 122, 204]",145.0,3.26
sub-108,5,pVALDO,"[206, 225, 142]",811.0,5.79
sub-108,6,pVALDO,"[199, 223, 148]",75.0,2.62
sub-108,7,pVALDO,"[204, 217, 141]",225.0,3.77
sub-108,8,pVALDO,"[203, 229, 148]",108.0,2.95
sub-108,9,pVALDO,"[206, 231, 140]",84.0,2.72
sub-108,10,pVALDO,"[209, 209, 144]",455.0,4.77
sub-319,0,pVALDO,"[128, 119, 37]",239.0,3.85
sub-217,0,pVALDO,"[217, 226, 117]",126.0,3.11
sub-101,0,pVALDO,"[80, 235, 115]",55.0,2.36
sub-101,1,pVALDO,"[86, 133, 98]",194.0,3.59
sub-101,2,pVALDO,"[99, 213, 99]",62.0,2.46
sub-101,3,pVALDO,"[100, 195, 124]",50.0,2.29
sub-101,4,pVALDO,"[108, 217, 122]",59.0,2.42
sub-101,5,pVALDO,"[114, 143, 95]",75.0,2.62
sub-101,6,pVALDO,"[121, 226, 152]",82.0,2.7
sub-101,7,pVALDO,"[126, 222, 241]",75.0,2.62
sub-101,8,pVALDO,"[127, 223, 152]",67.0,2.52
sub-101,9,pVALDO,"[130, 231, 158]",513.0,4.97
sub-101,10,pVALDO,"[189, 227, 155]",102.0,2.9
sub-101,11,pVALDO,"[193, 224, 147]",138.0,3.21
sub-101,12,pVALDO,"[197, 215, 147]",63.0,2.47
sub-101,13,pVALDO,"[217, 121, 145]",119.0,3.05
sub-320,0,pVALDO,"[81, 90, 109]",72.0,2.58
sub-320,1,pVALDO,"[170, 196, 79]",145.0,3.26
sub-315,0,pVALDO,"[225, 157, 187]",194.0,3.59
sub-216,0,pVALDO,"[64, 87, 190]",51.0,2.3
sub-216,1,pVALDO,"[69, 190, 136]",38.0,2.09
sub-216,2,pVALDO,"[73, 175, 126]",30.0,1.93
sub-216,3,pVALDO,"[89, 126, 146]",72.0,2.58
sub-216,4,pVALDO,"[98, 59, 58]",285.0,4.08
sub-216,5,pVALDO,"[98, 93, 144]",137.0,3.2
sub-216,6,pVALDO,"[100, 170, 138]",104.0,2.92
sub-216,7,pVALDO,"[105, 86, 54]",30.0,1.93
sub-216,8,pVALDO,"[108, 198, 144]",192.0,3.58
sub-216,9,pVALDO,"[109, 146, 126]",23.0,1.76
sub-216,10,pVALDO,"[114, 100, 72]",133.0,3.17
sub-216,11,pVALDO,"[144, 191, 145]",258.0,3.95
sub-216,12,pVALDO,"[153, 175, 149]",198.0,3.62
sub-216,13,pVALDO,"[156, 163, 123]",98.0,2.86
sub-216,14,pVALDO,"[157, 179, 141]",126.0,3.11
sub-216,15,pVALDO,"[165, 163, 127]",44.0,2.19
sub-216,16,pVALDO,"[176, 197, 148]",199.0,3.62
sub-216,17,pVALDO,"[186, 258, 162]",43.0,2.17
sub-216,18,pVALDO,"[198, 91, 91]",88.0,2.76
sub-216,19,pVALDO,"[199, 184, 186]",108.0,2.95
sub-216,20,pVALDO,"[206, 114, 156]",112.0,2.99
sub-306,0,pVALDO,"[149, 218, 229]",218.0,3.73
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[58, 209, 233]",112.0,2.99
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[67, 235, 166]",115.0,3.02
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,2,pMOMENI_synth,"[75, 316, 167]",110.0,2.97
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,3,pMOMENI_synth,"[106, 218, 116]",92.0,2.8
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,4,pMOMENI_synth,"[117, 138, 134]",80.0,2.67
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,5,pMOMENI_synth,"[151, 130, 216]",118.0,3.04
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,6,pMOMENI_synth,"[155, 137, 83]",68.0,2.53
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,7,pMOMENI_synth,"[166, 118, 81]",117.0,3.03
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,8,pMOMENI_synth,"[182, 94, 89]",379.0,4.49
217_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,9,pMOMENI_synth,"[179, 168, 141]",86.0,2.74
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[24, 191, 207]",119.0,3.05
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[48, 109, 196]",120.0,3.06
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,2,pMOMENI_synth,"[70, 73, 119]",56.0,2.37
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,3,pMOMENI_synth,"[72, 56, 110]",86.0,2.74
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,4,pMOMENI_synth,"[96, 211, 135]",118.0,3.04
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,5,pMOMENI_synth,"[120, 190, 259]",99.0,2.87
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,6,pMOMENI_synth,"[154, 92, 98]",64.0,2.48
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,7,pMOMENI_synth,"[157, 76, 54]",51.0,2.3
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,8,pMOMENI_synth,"[159, 282, 219]",126.0,3.11
183_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,9,pMOMENI_synth,"[188, 198, 133]",86.0,2.74
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,0,pMOMENI_synth,"[76, 250, 165]",116.0,3.03
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,1,pMOMENI_synth,"[103, 152, 69]",103.0,2.91
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,2,pMOMENI_synth,"[128, 83, 169]",88.0,2.76
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,3,pMOMENI_synth,"[141, 58, 123]",72.0,2.58
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,4,pMOMENI_synth,"[165, 79, 118]",88.0,2.76
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,5,pMOMENI_synth,"[170, 64, 132]",69.0,2.54
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,6,pMOMENI_synth,"[222, 132, 133]",101.0,2.89
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,7,pMOMENI_synth,"[225, 284, 126]",120.0,3.06
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,8,pMOMENI_synth,"[236, 122, 125]",111.0,2.98
162_T2_MRI_SWI_BFC_50mm_HM_sCMB_V6,9,pMOMENI_synth,"[237, 97, 100]",98.0,2.86
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[104, 93, 90]",57.0,2.39
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[138, 132, 285]",123.0,3.09
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,2,pMOMENI_synth,"[148, 211, 234]",118.0,3.04
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,3,pMOMENI_synth,"[153, 292, 193]",48.0,2.25
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,4,pMOMENI_synth,"[170, 234, 268]",114.0,3.01
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,5,pMOMENI_synth,"[181, 93, 144]",93.0,2.81
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,6,pMOMENI_synth,"[184, 214, 140]",112.0,2.99
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,7,pMOMENI_synth,"[212, 195, 155]",83.0,2.71
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,8,pMOMENI_synth,"[239, 280, 159]",92.0,2.8
162_T1_MRI_SWI_BFC_50mm_HM_sCMB_V2,9,pMOMENI_synth,"[245, 301, 149]",104.0,2.92
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[45, 118, 133]",108.0,2.95
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[66, 265, 196]",98.0,2.86
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,2,pMOMENI_synth,"[76, 100, 153]",102.0,2.9
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,3,pMOMENI_synth,"[90, 159, 261]",131.0,3.15
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,4,pMOMENI_synth,"[94, 338, 214]",61.0,2.44
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,5,pMOMENI_synth,"[118, 194, 245]",89.0,2.77
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,6,pMOMENI_synth,"[154, 311, 234]",86.0,2.74
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,7,pMOMENI_synth,"[215, 218, 236]",89.0,2.77
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,8,pMOMENI_synth,"[221, 200, 155]",73.0,2.59
208_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,9,pMOMENI_synth,"[259, 190, 158]",105.0,2.93
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,0,pMOMENI_synth,"[30, 224, 174]",114.0,3.01
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,1,pMOMENI_synth,"[41, 208, 256]",116.0,3.03
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,2,pMOMENI_synth,"[80, 285, 231]",96.0,2.84
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,3,pMOMENI_synth,"[91, 203, 124]",62.0,2.46
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,4,pMOMENI_synth,"[93, 326, 279]",99.0,2.87
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,5,pMOMENI_synth,"[96, 276, 221]",69.0,2.54
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,6,pMOMENI_synth,"[110, 203, 95]",114.0,3.01
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,7,pMOMENI_synth,"[139, 153, 72]",92.0,2.8
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,8,pMOMENI_synth,"[163, 170, 289]",71.0,2.57
276_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V7,9,pMOMENI_synth,"[166, 296, 285]",74.0,2.6
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[64, 219, 227]",72.0,2.58
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[85, 222, 260]",98.0,2.86
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,2,pMOMENI_synth,"[97, 202, 183]",106.0,2.94
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,3,pMOMENI_synth,"[125, 271, 194]",72.0,2.58
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,4,pMOMENI_synth,"[176, 158, 289]",104.0,2.92
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,5,pMOMENI_synth,"[201, 294, 259]",108.0,2.95
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,6,pMOMENI_synth,"[205, 92, 102]",99.0,2.87
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,7,pMOMENI_synth,"[259, 306, 233]",114.0,3.01
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,8,pMOMENI_synth,"[263, 196, 238]",114.0,3.01
222_T2_MRI_SWI_BFC_50mm_HM_sCMB_V2,9,pMOMENI_synth,"[269, 164, 239]",117.0,3.03
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[42, 233, 176]",101.0,2.89
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[100, 112, 114]",95.0,2.83
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,2,pMOMENI_synth,"[115, 58, 206]",61.0,2.44
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,3,pMOMENI_synth,"[121, 51, 163]",52.0,2.32
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,4,pMOMENI_synth,"[141, 215, 199]",120.0,3.06
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,5,pMOMENI_synth,"[158, 152, 108]",84.0,2.72
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,6,pMOMENI_synth,"[173, 207, 109]",126.0,3.11
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,7,pMOMENI_synth,"[174, 184, 199]",94.0,2.82
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,8,pMOMENI_synth,"[199, 64, 181]",136.0,3.19
247_T3_MRI_SWI_BFC_50mm_HM_sCMB_V2,9,pMOMENI_synth,"[202, 139, 221]",106.0,2.94
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,0,pMOMENI_synth,"[39, 201, 156]",67.0,2.52
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,1,pMOMENI_synth,"[106, 158, 42]",117.0,3.03
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,2,pMOMENI_synth,"[124, 133, 110]",118.0,3.04
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,3,pMOMENI_synth,"[174, 192, 140]",86.0,2.74
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,4,pMOMENI_synth,"[210, 198, 109]",61.0,2.44
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,5,pMOMENI_synth,"[219, 292, 178]",84.0,2.72
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,6,pMOMENI_synth,"[222, 245, 85]",82.0,2.7
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,7,pMOMENI_synth,"[244, 186, 107]",63.0,2.47
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,8,pMOMENI_synth,"[250, 150, 178]",92.0,2.8
179_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,9,pMOMENI_synth,"[263, 205, 148]",63.0,2.47
268_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,0,pMOMENI_synth,"[51, 235, 240]",100.0,2.88
268_T4_MRI_SWI_BFC_50mm_HM_sCMB_V2,1,pMOMENI_synth,"[83, 171, 253]",57.0,2.39
