studyUID;status;message
"288_T0_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 288_T0_MRI_SWI_BFC_50mm_HM... (worker 3)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.1508636474609375 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 26.3416645526886 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (151, 198, 80)
		Annotations shape after cropping: (151, 198, 80)
	Cropping completed in 0.09 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (151, 198, 80) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (151, 198, 80) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.004545688629150391 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (151, 198, 80)
			Shape after resampling: (298, 405, 338)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (151, 198, 80)
			Shape after resampling: (298, 405, 338)
	Resampling of MRIs and annotations took 19.276159048080444 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [40793220]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 288_T0_MRI_SWI_BFC_50mm_HM in 68.13 seconds (worker 3)!

"
"247_T0_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 247_T0_MRI_SWI_BFC_50mm_HM... (worker 4)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.1739046573638916 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 28.60296368598938 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (135, 168, 75)
		Annotations shape after cropping: (135, 168, 75)
	Cropping completed in 0.05 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (135, 168, 75) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (135, 168, 75) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.0034928321838378906 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (135, 168, 75)
			Shape after resampling: (272, 361, 333)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (135, 168, 75)
			Shape after resampling: (272, 361, 333)
	Resampling of MRIs and annotations took 14.667492389678955 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [32697936]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 247_T0_MRI_SWI_BFC_50mm_HM in 59.38 seconds (worker 4)!

"
"238_T5_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 238_T5_MRI_SWI_BFC_50mm_HM... (worker 0)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.22974467277526855 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 27.173967361450195 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (160, 193, 80)
		Annotations shape after cropping: (160, 193, 80)
	Cropping completed in 0.09 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (160, 193, 80) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (160, 193, 80) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.0037374496459960938 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (160, 193, 80)
			Shape after resampling: (306, 380, 309)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (160, 193, 80)
			Shape after resampling: (306, 380, 309)
	Resampling of MRIs and annotations took 10.061002492904663 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [35930520]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 238_T5_MRI_SWI_BFC_50mm_HM in 57.84 seconds (worker 0)!

"
"287_T4_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 287_T4_MRI_SWI_BFC_50mm_HM... (worker 1)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.1661534309387207 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 13.660804986953735 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (141, 186, 77)
		Annotations shape after cropping: (141, 186, 77)
	Cropping completed in 0.11 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (141, 186, 77) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (141, 186, 77) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.00532984733581543 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (141, 186, 77)
			Shape after resampling: (272, 367, 299)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (141, 186, 77)
			Shape after resampling: (272, 367, 299)
	Resampling of MRIs and annotations took 14.293673515319824 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [29847376]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 287_T4_MRI_SWI_BFC_50mm_HM in 43.54 seconds (worker 1)!

"
"268_T1_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 268_T1_MRI_SWI_BFC_50mm_HM... (worker 3)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.1245887279510498 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 14.1653311252594 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (143, 177, 79)
		Annotations shape after cropping: (143, 177, 79)
	Cropping completed in 0.09 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (143, 177, 79) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (143, 177, 79) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.003912925720214844 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (143, 177, 79)
			Shape after resampling: (278, 418, 394)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (143, 177, 79)
			Shape after resampling: (278, 418, 394)
	Resampling of MRIs and annotations took 18.408894062042236 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [45784376]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 268_T1_MRI_SWI_BFC_50mm_HM in 55.13 seconds (worker 3)!

"
"218_T4_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 218_T4_MRI_SWI_BFC_50mm_HM... (worker 2)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.1633143424987793 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 14.090659141540527 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (144, 188, 80)
		Annotations shape after cropping: (144, 188, 80)
	Cropping completed in 0.11 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (144, 188, 80) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (144, 188, 80) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.007118940353393555 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (144, 188, 80)
			Shape after resampling: (283, 435, 401)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (144, 188, 80)
			Shape after resampling: (283, 435, 401)
	Resampling of MRIs and annotations took 20.815577030181885 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [49365105]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 218_T4_MRI_SWI_BFC_50mm_HM in 59.14 seconds (worker 2)!

"
"175_T5_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 175_T5_MRI_SWI_BFC_50mm_HM... (worker 4)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.18981575965881348 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 20.919121265411377 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (155, 188, 80)
		Annotations shape after cropping: (155, 188, 80)
	Cropping completed in 0.07 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (155, 188, 80) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (155, 188, 80) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.005327701568603516 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (155, 188, 80)
			Shape after resampling: (298, 382, 324)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (155, 188, 80)
			Shape after resampling: (298, 382, 324)
	Resampling of MRIs and annotations took 11.647015810012817 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [36882864]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 175_T5_MRI_SWI_BFC_50mm_HM in 53.01 seconds (worker 4)!

"
"250_T1_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 250_T1_MRI_SWI_BFC_50mm_HM... (worker 0)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.23895621299743652 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 15.954375743865967 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (143, 179, 80)
		Annotations shape after cropping: (143, 179, 80)
	Cropping completed in 0.06 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (143, 179, 80) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (143, 179, 80) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.00339508056640625 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (143, 179, 80)
			Shape after resampling: (286, 335, 295)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (143, 179, 80)
			Shape after resampling: (286, 335, 295)
	Resampling of MRIs and annotations took 8.707744836807251 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [28263950]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 250_T1_MRI_SWI_BFC_50mm_HM in 41.86 seconds (worker 0)!

"
"284_T4_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 284_T4_MRI_SWI_BFC_50mm_HM... (worker 1)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.14110422134399414 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 15.661730527877808 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (144, 181, 78)
		Annotations shape after cropping: (144, 181, 78)
	Cropping completed in 0.12 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (144, 181, 78) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (144, 181, 78) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.0043792724609375 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (144, 181, 78)
			Shape after resampling: (281, 416, 383)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (144, 181, 78)
			Shape after resampling: (281, 416, 383)
	Resampling of MRIs and annotations took 20.388717889785767 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [44771168]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 284_T4_MRI_SWI_BFC_50mm_HM in 62.46 seconds (worker 1)!

"
"185_T1_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 185_T1_MRI_SWI_BFC_50mm_HM... (worker 4)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.19371366500854492 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 24.96874761581421 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (143, 174, 79)
		Annotations shape after cropping: (143, 174, 79)
	Cropping completed in 0.07 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (143, 174, 79) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (143, 174, 79) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.004011869430541992 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (143, 174, 79)
			Shape after resampling: (268, 388, 353)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (143, 174, 79)
			Shape after resampling: (268, 388, 353)
	Resampling of MRIs and annotations took 16.486210346221924 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [36706352]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 185_T1_MRI_SWI_BFC_50mm_HM in 59.38 seconds (worker 4)!

"
"208_T4_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 208_T4_MRI_SWI_BFC_50mm_HM... (worker 2)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.2569868564605713 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 26.59392023086548 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (145, 186, 76)
		Annotations shape after cropping: (145, 186, 76)
	Cropping completed in 0.08 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (145, 186, 76) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (145, 186, 76) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.004050493240356445 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (145, 186, 76)
			Shape after resampling: (281, 406, 353)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (145, 186, 76)
			Shape after resampling: (281, 406, 353)
	Resampling of MRIs and annotations took 17.98318099975586 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [40272358]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 208_T4_MRI_SWI_BFC_50mm_HM in 66.08 seconds (worker 2)!

"
"194_T4_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 194_T4_MRI_SWI_BFC_50mm_HM... (worker 3)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.17189383506774902 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 26.001652002334595 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (161, 179, 75)
		Annotations shape after cropping: (161, 179, 75)
	Cropping completed in 0.08 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (161, 179, 75) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (161, 179, 75) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.003800630569458008 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (161, 179, 75)
			Shape after resampling: (312, 398, 355)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (161, 179, 75)
			Shape after resampling: (312, 398, 355)
	Resampling of MRIs and annotations took 19.040724515914917 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [44082480]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 194_T4_MRI_SWI_BFC_50mm_HM in 67.66 seconds (worker 3)!

"
"101_T1_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 101_T1_MRI_SWI_BFC_50mm_HM... (worker 0)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.2632613182067871 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 31.576704740524292 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (147, 192, 75)
		Annotations shape after cropping: (147, 192, 75)
	Cropping completed in 0.09 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (147, 192, 75) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (147, 192, 75) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.004636049270629883 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (147, 192, 75)
			Shape after resampling: (275, 402, 324)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (147, 192, 75)
			Shape after resampling: (275, 402, 324)
	Resampling of MRIs and annotations took 12.452061653137207 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [35818200]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 101_T1_MRI_SWI_BFC_50mm_HM in 63.90 seconds (worker 0)!

"
"272_T2_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 272_T2_MRI_SWI_BFC_50mm_HM... (worker 1)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.13678574562072754 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 13.323940992355347 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (145, 182, 79)
		Annotations shape after cropping: (145, 182, 79)
	Cropping completed in 0.06 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (145, 182, 79) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (145, 182, 79) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.003287792205810547 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (145, 182, 79)
			Shape after resampling: (275, 369, 313)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (145, 182, 79)
			Shape after resampling: (275, 369, 313)
	Resampling of MRIs and annotations took 11.185551881790161 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [31761675]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 272_T2_MRI_SWI_BFC_50mm_HM in 44.46 seconds (worker 1)!

"
"124_T6_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 124_T6_MRI_SWI_BFC_50mm_HM... (worker 2)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.1527547836303711 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 16.914987564086914 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (143, 173, 80)
		Annotations shape after cropping: (143, 173, 80)
	Cropping completed in 0.06 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (143, 173, 80) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (143, 173, 80) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.0032579898834228516 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (143, 173, 80)
			Shape after resampling: (272, 348, 310)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (143, 173, 80)
			Shape after resampling: (272, 348, 310)
	Resampling of MRIs and annotations took 10.389472007751465 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [29343360]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 124_T6_MRI_SWI_BFC_50mm_HM in 44.43 seconds (worker 2)!

"
"287_T5_MRI_SWI_BFC_50mm_HM";"completed";"Started processing 287_T5_MRI_SWI_BFC_50mm_HM... (worker 0)
	Loading MRI scans and annotations...
		Applying Region Growing with max_distance=10, max_size=340

		Loading of MRIs and annotations took 0.16895318031311035 seconds!

	Using SWI as primary sequence
	Performing skull-stripping using SynthStrip algorithm...
		Performing skull-stripping on SWI...
	Skull-stripping of MRIs took 18.22098422050476 seconds!

	Cropping MRIs and annotations to brain-only regions...
		MRIs shape before cropping: (176, 256, 80)
		Annotations shape before cropping: (176, 256, 80)
		MRIs shape after cropping: (142, 185, 77)
		Annotations shape after cropping: (142, 185, 77)
	Cropping completed in 0.09 seconds.

	Fixing orientation to RAS and data types...
		Found SWI MRI sequence, shape (142, 185, 77) and orientation ('L', 'P', 'S')
		Found SWI annotation, shape (142, 185, 77) and orientation ('L', 'P', 'S')
	Orientation and data type adjustment took 0.007210254669189453 seconds.

	Resampling MRIs and annotations maps...
		Resampling SWI MRI to isotropic of voxel size 0.5 using linear interpolation...
			Shape before resampling: (142, 185, 77)
			Shape after resampling: (276, 360, 294)
		Resampling SWI annotation to SWI using nearest interpolation...
			Shape before resampling: (142, 185, 77)
			Shape after resampling: (276, 360, 294)
	Resampling of MRIs and annotations took 11.110089540481567 seconds!

	Cleaning final masks and checking new stats for annotations after transforms
		Only one label found: 0.0
		Applying closing operation to every CMB
		Number of processed CMBs: 0, Unique labels: [0.], Counts: [29211840]
	Correctly saved NIfTI images and metadata for study
	Correctly generated and saved CMB plots for study
	Removed temporary cache for study folder
Finished processing of 287_T5_MRI_SWI_BFC_50mm_HM in 44.43 seconds (worker 0)!

"
